SNo,Date,Time,Country,RegionCode,RegionName,Latitude,Longitude,HospitalizedPatients,IntensiveCarePatients,TotalHospitalizedPatients,HomeConfinement,CurrentPositiveCases,NewPositiveCases,Recovered,Deaths,TotalPositiveCases,TestsPerformed
365,12-03-2020,17:00:00,ITA,7,Liguria,44.41149315,8.9326992,100,36,136,107,243,80,20,11,274,1174
366,12-03-2020,17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,4247,605,4852,2044,6896,1445,1085,744,8725,29534
367,12-03-2020,17:00:00,ITA,11,Marche,43.61675973,13.5188753,254,76,330,240,570,113,0,22,592,1907
368,12-03-2020,17:00:00,ITA,14,Molise,41.55774754,14.65916051,4,3,7,9,16,0,0,0,16,238
369,12-03-2020,17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,368,97,465,89,554,79,0,26,580,2879
370,12-03-2020,17:00:00,ITA,16,Puglia,41.12559576,16.86736689,58,2,60,38,98,27,1,5,104,1269
371,12-03-2020,17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,12,0,12,27,39,2,0,0,39,302
372,12-03-2020,17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,28,5,33,78,111,32,2,2,115,1477
373,12-03-2020,17:00:00,ITA,9,Toscana,43.76923077,11.25588885,100,59,159,193,352,44,7,5,364,3165
374,12-03-2020,17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,43,5,48,54,102,30,4,1,107,593
375,12-03-2020,17:00:00,ITA,10,Umbria,43.10675841,12.38824698,8,8,16,46,62,18,2,0,64,458
376,12-03-2020,17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,7,0,7,19,26,7,0,1,27,118
377,12-03-2020,17:00:00,ITA,5,Veneto,45.43490485,12.33845213,360,85,445,852,1297,361,55,32,1384,23438
378,13-03-2020,17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,42,14,56,27,83,5,4,2,89,958
379,13-03-2020,17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,1,1,2,8,10,2,0,0,10,155
380,13-03-2020,17:00:00,ITA,4,P.A. Bolzano,46.49933453,11.35662422,20,5,25,98,123,21,0,2,125,811
381,13-03-2020,17:00:00,ITA,18,Calabria,38.90597598,16.59440194,18,3,21,16,37,5,1,0,38,504
382,13-03-2020,17:00:00,ITA,15,Campania,40.83956555,14.25084984,60,19,79,134,213,41,5,2,220,1671
383,13-03-2020,17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,942,128,1070,941,2011,316,51,201,2263,8787
384,13-03-2020,17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,59,8,67,169,236,90,11,10,257,3149
385,13-03-2020,17:00:00,ITA,12,Lazio,41.89277044,12.48366722,122,24,146,96,242,77,24,11,277,6491
386,13-03-2020,17:00:00,ITA,7,Liguria,44.41149315,8.9326992,128,44,172,132,304,71,24,17,345,1442
387,13-03-2020,17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,4435,650,5085,2647,7732,1095,1198,890,9820,32700
388,13-03-2020,17:00:00,ITA,11,Marche,43.61675973,13.5188753,337,85,422,276,698,133,0,27,725,2218
389,13-03-2020,17:00:00,ITA,14,Molise,41.55774754,14.65916051,5,3,8,9,17,1,0,0,17,243
390,13-03-2020,17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,556,135,691,103,794,260,0,46,840,3105
391,13-03-2020,17:00:00,ITA,16,Puglia,41.12559576,16.86736689,77,2,79,42,121,25,3,5,129,1449
392,13-03-2020,17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,12,0,12,31,43,4,0,0,43,504
393,13-03-2020,17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,37,7,44,82,126,15,2,2,130,1950
394,13-03-2020,17:00:00,ITA,9,Toscana,43.76923077,11.25588885,134,77,211,244,455,106,10,5,470,4049
395,13-03-2020,17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,58,6,64,93,157,56,4,2,163,846
396,13-03-2020,17:00:00,ITA,10,Umbria,43.10675841,12.38824698,11,10,21,52,73,12,2,1,76,576
397,13-03-2020,17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,6,0,6,21,27,1,0,1,28,189
398,13-03-2020,17:00:00,ITA,5,Veneto,45.43490485,12.33845213,366,107,473,980,1453,211,100,42,1595,25691
399,14-03-2020,17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,51,14,65,41,106,23,4,2,112,1232
400,14-03-2020,17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,0,2,2,8,10,0,0,0,10,155
401,14-03-2020,17:00:00,ITA,4,P.A. Bolzano,46.49933453,11.35662422,26,7,33,137,170,48,0,3,173,1135
402,14-03-2020,17:00:00,ITA,18,Calabria,38.90597598,16.59440194,22,4,26,33,59,22,1,0,60,711
403,14-03-2020,17:00:00,ITA,15,Campania,40.83956555,14.25084984,72,17,89,154,243,52,23,6,272,1936
404,14-03-2020,17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,1076,152,1228,1121,2349,381,54,241,2644,10043
405,14-03-2020,17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,67,11,78,193,271,44,17,13,301,3376
406,14-03-2020,17:00:00,ITA,12,Lazio,41.89277044,12.48366722,181,25,206,114,320,80,24,13,357,7335
407,14-03-2020,17:00:00,ITA,7,Liguria,44.41149315,8.9326992,213,62,275,109,384,118,52,27,463,1750
408,14-03-2020,17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,4898,732,5630,3429,9059,1865,1660,966,11685,37138
409,14-03-2020,17:00:00,ITA,11,Marche,43.61675973,13.5188753,449,93,542,321,863,174,0,36,899,2561
410,14-03-2020,17:00:00,ITA,14,Molise,41.55774754,14.65916051,5,3,8,9,17,0,0,0,17,247
411,14-03-2020,17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,538,150,688,126,814,33,0,59,873,3680
412,14-03-2020,17:00:00,ITA,16,Puglia,41.12559576,16.86736689,91,6,97,59,156,37,2,8,166,1681
413,14-03-2020,17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,14,0,14,33,47,4,0,0,47,530
414,14-03-2020,17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,42,11,53,97,150,26,4,2,156,2100
415,14-03-2020,17:00:00,ITA,9,Toscana,43.76923077,11.25588885,160,87,247,367,614,160,10,6,630,4595
416,14-03-2020,17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,68,12,80,119,199,43,5,2,206,1006
417,14-03-2020,17:00:00,ITA,10,Umbria,43.10675841,12.38824698,21,11,32,71,103,31,3,1,107,748
418,14-03-2020,17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,12,0,12,29,41,14,0,1,42,231
419,14-03-2020,17:00:00,ITA,5,Veneto,45.43490485,12.33845213,366,119,485,1290,1775,342,107,55,1937,26980
420,15-03-2020,17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,72,28,100,28,128,25,6,3,137,1419
421,15-03-2020,17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,0,2,2,9,11,1,0,0,11,208
422,15-03-2020,17:00:00,ITA,4,P.A. Bolzano,46.49933453,11.35662422,50,4,54,145,199,31,0,5,204,1497
423,15-03-2020,17:00:00,ITA,18,Calabria,38.90597598,16.59440194,32,6,38,28,66,8,1,1,68,884
424,15-03-2020,17:00:00,ITA,15,Campania,40.83956555,14.25084984,73,22,95,201,296,61,28,9,333,2213
425,15-03-2020,17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,1215,169,1384,1357,2741,449,68,284,3093,12054
426,15-03-2020,17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,98,12,110,206,316,46,17,14,347,3407
427,15-03-2020,17:00:00,ITA,12,Lazio,41.89277044,12.48366722,223,31,254,142,396,79,24,16,436,8345
428,15-03-2020,17:00:00,ITA,7,Liguria,44.41149315,8.9326992,253,66,319,174,493,96,33,33,559,1973
429,15-03-2020,17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,5500,767,6267,3776,10043,1587,2011,1218,13272,40369
430,15-03-2020,17:00:00,ITA,11,Marche,43.61675973,13.5188753,521,98,619,468,1087,234,0,46,1133,2946
431,15-03-2020,17:00:00,ITA,14,Molise,41.55774754,14.65916051,3,4,7,10,17,0,0,0,17,248
432,15-03-2020,17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,726,171,897,133,1030,238,0,81,1111,4375
433,15-03-2020,17:00:00,ITA,16,Puglia,41.12559576,16.86736689,116,6,122,90,212,64,2,16,230,2017
434,15-03-2020,17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,16,0,16,59,75,30,0,2,77,613
435,15-03-2020,17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,56,15,71,108,179,32,7,2,188,2452
436,15-03-2020,17:00:00,ITA,9,Toscana,43.76923077,11.25588885,175,107,282,481,763,151,10,8,781,5132
437,15-03-2020,17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,73,19,92,275,367,172,5,6,378,1006
438,15-03-2020,17:00:00,ITA,10,Umbria,43.10675841,12.38824698,25,13,38,101,139,36,3,1,143,965
439,15-03-2020,17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,10,3,13,43,56,15,0,1,57,230
440,15-03-2020,17:00:00,ITA,5,Veneto,45.43490485,12.33845213,426,129,555,1434,1989,235,120,63,2172,32546
441,16-03-2020,17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,71,37,108,57,165,39,7,4,176,1533
442,16-03-2020,17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,1,2,3,9,12,1,0,0,12,230
443,16-03-2020,17:00:00,ITA,4,P.A. Bolzano,46.49933453,11.35662422,53,11,64,171,235,37,0,6,241,1740
444,16-03-2020,17:00:00,ITA,18,Calabria,38.90597598,16.59440194,36,7,43,44,87,21,1,1,89,1030
445,16-03-2020,17:00:00,ITA,15,Campania,40.83956555,14.25084984,103,22,125,238,363,67,28,9,400,2517
446,16-03-2020,17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,1362,197,1559,1529,3088,429,88,346,3522,13096
447,16-03-2020,17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,96,19,115,231,346,39,18,22,386,4851
448,16-03-2020,17:00:00,ITA,12,Lazio,41.89277044,12.48366722,267,31,298,174,472,87,32,19,523,9330
449,16-03-2020,17:00:00,ITA,7,Liguria,44.41149315,8.9326992,255,73,328,247,575,108,42,50,667,2189
450,16-03-2020,17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,6171,823,6994,3867,10861,1377,2368,1420,14649,43565
451,16-03-2020,17:00:00,ITA,11,Marche,43.61675973,13.5188753,528,110,638,547,1185,109,0,57,1242,3225
452,16-03-2020,17:00:00,ITA,14,Molise,41.55774754,14.65916051,3,5,8,7,15,4,5,1,21,253
453,16-03-2020,17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,1045,186,1231,174,1405,405,0,111,1516,5588
454,16-03-2020,17:00:00,ITA,16,Puglia,41.12559576,16.86736689,116,6,122,90,212,0,2,16,230,2017
455,16-03-2020,17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,39,0,39,66,105,30,0,2,107,797
456,16-03-2020,17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,75,20,95,108,203,25,8,2,213,2653
457,16-03-2020,17:00:00,ITA,9,Toscana,43.76923077,11.25588885,175,107,282,559,841,85,11,14,866,5910
458,16-03-2020,17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,73,19,92,275,367,0,5,6,378,1006
459,16-03-2020,17:00:00,ITA,10,Umbria,43.10675841,12.38824698,30,15,45,114,159,21,4,1,164,1093
460,16-03-2020,17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,28,5,33,70,103,48,0,2,105,287
461,16-03-2020,17:00:00,ITA,5,Veneto,45.43490485,12.33845213,498,156,654,1620,2274,301,130,69,2473,35052
462,17-03-2020,17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,94,32,126,90,216,53,7,6,229,1688
463,17-03-2020,17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,5,2,7,13,20,8,0,0,20,262
464,17-03-2020,17:00:00,ITA,4,P.A. Bolzano,46.49933453,11.35662422,71,11,82,200,282,50,1,8,291,2149
465,17-03-2020,17:00:00,ITA,18,Calabria,38.90597598,16.59440194,45,10,55,57,112,25,1,1,114,1293
466,17-03-2020,17:00:00,ITA,15,Campania,40.83956555,14.25084984,127,24,151,272,423,60,28,9,460,2685
467,17-03-2020,17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,1566,223,1789,1615,3404,409,134,393,3931,14510
468,17-03-2020,17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,104,21,125,222,347,8,17,30,394,4958
469,17-03-2020,17:00:00,ITA,12,Lazio,41.89277044,12.48366722,314,44,358,192,550,84,34,23,607,9436
470,17-03-2020,17:00:00,ITA,7,Liguria,44.41149315,8.9326992,299,85,384,277,661,111,57,60,778,2509
471,17-03-2020,17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,6953,879,7832,4263,12095,1571,2485,1640,16220,46449
472,17-03-2020,17:00:00,ITA,11,Marche,43.61675973,13.5188753,599,109,708,594,1302,129,0,69,1371,3225
473,17-03-2020,17:00:00,ITA,14,Molise,41.55774754,14.65916051,7,5,12,7,19,4,5,1,25,301
474,17-03-2020,17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,1378,206,1584,180,1764,381,0,133,1897,6543
475,17-03-2020,17:00:00,ITA,16,Puglia,41.12559576,16.86736689,155,14,169,151,320,110,2,18,340,3077
476,17-03-2020,17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,36,4,40,75,115,10,0,2,117,1003
477,17-03-2020,17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,86,28,114,112,226,24,8,3,237,2916
478,17-03-2020,17:00:00,ITA,9,Toscana,43.76923077,11.25588885,329,143,472,552,1024,187,12,17,1053,6727
479,17-03-2020,17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,107,22,129,239,368,7,10,7,385,1727
480,17-03-2020,17:00:00,ITA,10,Umbria,43.10675841,12.38824698,36,21,57,135,192,33,4,1,197,1323
481,17-03-2020,17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,35,6,41,93,134,31,0,2,136,398
482,17-03-2020,17:00:00,ITA,5,Veneto,45.43490485,12.33845213,548,171,719,1769,2488,231,136,80,2704,35478
483,18-03-2020,17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,99,41,140,109,249,34,7,7,263,2054
484,18-03-2020,17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,9,2,11,16,27,7,0,0,27,262
485,18-03-2020,17:00:00,ITA,4,P.A. Bolzano,46.49933453,11.35662422,79,18,97,269,366,85,1,9,376,2844
486,18-03-2020,17:00:00,ITA,18,Calabria,38.90597598,16.59440194,45,11,56,70,126,15,2,1,129,1668
487,18-03-2020,17:00:00,ITA,15,Campania,40.83956555,14.25084984,127,24,151,272,423,0,28,9,460,2685
488,18-03-2020,17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,1784,247,2031,1884,3915,594,152,458,4525,15461
489,18-03-2020,17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,128,27,155,261,416,68,15,31,462,4958
490,18-03-2020,17:00:00,ITA,12,Lazio,41.89277044,12.48366722,374,44,418,232,650,117,42,32,724,11145
491,18-03-2020,17:00:00,ITA,7,Liguria,44.41149315,8.9326992,401,100,501,243,744,109,70,73,887,2912
492,18-03-2020,17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,7285,924,8209,4057,12266,1493,3488,1959,17713,48983
493,18-03-2020,17:00:00,ITA,11,Marche,43.61675973,13.5188753,638,119,757,719,1476,197,0,92,1568,4109
494,18-03-2020,17:00:00,ITA,14,Molise,41.55774754,14.65916051,7,6,13,8,21,3,6,1,28,361
495,18-03-2020,17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,1780,227,2007,180,2187,444,0,154,2341,7516
496,18-03-2020,17:00:00,ITA,16,Puglia,41.12559576,16.86736689,156,30,186,176,362,43,2,19,383,3433
497,18-03-2020,17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,42,7,49,83,132,17,0,2,134,1135
498,18-03-2020,17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,100,29,129,138,267,45,12,3,282,3294
499,18-03-2020,17:00:00,ITA,9,Toscana,43.76923077,11.25588885,427,160,587,704,1291,277,17,22,1330,7606
500,18-03-2020,17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,141,22,163,273,436,70,12,7,455,2187
501,18-03-2020,17:00:00,ITA,10,Umbria,43.10675841,12.38824698,54,21,75,166,241,50,4,2,247,1601
502,18-03-2020,17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,41,3,44,118,162,29,0,3,165,486
503,18-03-2020,17:00:00,ITA,5,Veneto,45.43490485,12.33845213,646,195,841,2112,2953,510,167,94,3214,40841
504,19-03-2020,17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,181,47,228,138,366,122,8,11,385,2409
505,19-03-2020,17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,8,5,13,24,37,10,0,0,37,353
506,19-03-2020,17:00:00,ITA,4,P.A. Bolzano,46.49933453,11.35662422,87,18,105,316,421,60,1,14,436,3568
507,19-03-2020,17:00:00,ITA,18,Calabria,38.90597598,16.59440194,60,13,73,91,164,40,2,3,169,2342
508,19-03-2020,17:00:00,ITA,15,Campania,40.83956555,14.25084984,213,36,249,356,605,192,30,17,652,3544
509,19-03-2020,17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,1900,260,2160,2346,4506,689,177,531,5214,18344
510,19-03-2020,17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,134,29,163,359,522,137,41,36,599,4052
511,19-03-2020,17:00:00,ITA,12,Lazio,41.89277044,12.48366722,426,45,471,270,741,99,44,38,823,11145
512,19-03-2020,17:00:00,ITA,7,Liguria,44.41149315,8.9326992,491,112,603,280,883,172,85,91,1059,3348
513,19-03-2020,17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,7387,1006,8393,5545,13938,2171,3778,2168,19884,52244
514,19-03-2020,17:00:00,ITA,11,Marche,43.61675973,13.5188753,656,141,797,825,1622,169,0,115,1737,4512
515,19-03-2020,17:00:00,ITA,14,Molise,41.55774754,14.65916051,19,6,25,13,38,18,6,2,46,426
516,19-03-2020,17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,2279,257,2536,218,2754,591,3,175,2932,8853
517,19-03-2020,17:00:00,ITA,16,Puglia,41.12559576,16.86736689,173,31,204,245,449,95,4,25,478,4046
518,19-03-2020,17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,43,9,52,152,204,72,0,2,206,1334
519,19-03-2020,17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,143,36,179,142,321,58,15,4,340,3961
520,19-03-2020,17:00:00,ITA,9,Toscana,43.76923077,11.25588885,501,178,679,743,1422,152,22,38,1482,8873
521,19-03-2020,17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,169,30,199,292,491,68,20,12,523,2203
522,19-03-2020,17:00:00,ITA,10,Umbria,43.10675841,12.38824698,69,21,90,238,328,87,4,2,334,1954
523,19-03-2020,17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,47,9,56,153,209,50,0,6,215,608
524,19-03-2020,17:00:00,ITA,5,Veneto,45.43490485,12.33845213,771,209,980,2189,3169,270,200,115,3484,44658
525,20-03-2020,17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,190,48,238,184,422,64,10,17,449,2695
526,20-03-2020,17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,8,5,13,39,52,15,0,0,52,443
527,20-03-2020,17:00:00,ITA,4,P.A. Bolzano,46.49933453,11.35662422,99,24,123,407,530,112,1,17,548,4433
528,20-03-2020,17:00:00,ITA,18,Calabria,38.90597598,16.59440194,71,16,87,114,201,38,2,4,207,2690
529,20-03-2020,17:00:00,ITA,15,Campania,40.83956555,14.25084984,130,41,171,531,702,97,30,17,749,3845
530,20-03-2020,17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,2083,267,2350,2739,5089,754,239,640,5968,20753
531,20-03-2020,17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,143,32,175,380,555,57,63,38,656,4964
532,20-03-2020,17:00:00,ITA,12,Lazio,41.89277044,12.48366722,537,47,584,328,912,185,53,43,1008,13889
533,20-03-2020,17:00:00,ITA,7,Liguria,44.41149315,8.9326992,573,121,694,307,1001,162,101,119,1221,3794
534,20-03-2020,17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,7735,1050,8785,6635,15420,2380,4295,2549,22264,57174
535,20-03-2020,17:00:00,ITA,11,Marche,43.61675973,13.5188753,704,138,842,1002,1844,244,0,137,1981,5170
536,20-03-2020,17:00:00,ITA,14,Molise,41.55774754,14.65916051,20,6,26,13,39,4,6,5,50,426
537,20-03-2020,17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,1541,280,1821,1423,3244,529,8,209,3461,9975
538,20-03-2020,17:00:00,ITA,16,Puglia,41.12559576,16.86736689,191,31,222,329,551,103,4,26,581,4789
539,20-03-2020,17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,56,15,71,217,288,87,3,2,293,1912
540,20-03-2020,17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,168,42,210,169,379,68,25,4,408,4468
541,20-03-2020,17:00:00,ITA,9,Toscana,43.76923077,11.25588885,601,189,790,923,1713,311,33,47,1793,10405
542,20-03-2020,17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,198,34,232,368,600,119,29,13,642,2656
543,20-03-2020,17:00:00,ITA,10,Umbria,43.10675841,12.38824698,75,24,99,285,384,61,4,7,395,2303
544,20-03-2020,17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,54,9,63,194,257,49,0,7,264,814
545,20-03-2020,17:00:00,ITA,5,Veneto,45.43490485,12.33845213,843,236,1079,2598,3677,547,223,131,4031,49288
546,21-03-2020,17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,185,44,229,265,494,80,13,22,529,3035
547,21-03-2020,17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,12,7,19,47,66,14,0,0,66,522
548,21-03-2020,17:00:00,ITA,4,P.A. Bolzano,46.49933453,11.35662422,127,30,157,443,600,73,1,20,621,5179
549,21-03-2020,17:00:00,ITA,18,Calabria,38.90597598,16.59440194,73,16,89,136,225,28,5,5,235,3050
550,21-03-2020,17:00:00,ITA,15,Campania,40.83956555,14.25084984,233,87,320,473,793,95,29,22,844,4448
551,21-03-2020,17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,2267,265,2532,3129,5661,737,329,715,6705,24620
552,21-03-2020,17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,152,37,189,477,666,134,82,42,790,5955
553,21-03-2020,17:00:00,ITA,12,Lazio,41.89277044,12.48366722,591,70,661,425,1086,182,54,50,1190,13889
554,21-03-2020,17:00:00,ITA,7,Liguria,44.41149315,8.9326992,598,129,727,432,1159,215,125,152,1436,4304
555,21-03-2020,17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,8258,1093,9351,8019,17370,3251,5050,3095,25515,66730
556,21-03-2020,17:00:00,ITA,11,Marche,43.61675973,13.5188753,742,141,883,1114,1997,172,2,154,2153,5740
557,21-03-2020,17:00:00,ITA,14,Molise,41.55774754,14.65916051,21,6,27,20,47,11,7,7,61,449
558,21-03-2020,17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,1976,301,2277,1229,3506,291,8,238,3752,10701
559,21-03-2020,17:00:00,ITA,16,Puglia,41.12559576,16.86736689,209,33,242,400,642,94,4,29,675,5617
560,21-03-2020,17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,65,16,81,240,321,37,5,4,330,2297
561,21-03-2020,17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,206,48,254,204,458,82,26,6,490,4883
562,21-03-2020,17:00:00,ITA,9,Toscana,43.76923077,11.25588885,664,202,866,1039,1905,219,35,72,2012,11909
563,21-03-2020,17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,233,39,272,448,720,140,34,28,782,2656
564,21-03-2020,17:00:00,ITA,10,Umbria,43.10675841,12.38824698,92,29,121,326,447,67,5,10,462,2712
565,21-03-2020,17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,62,15,77,227,304,49,1,8,313,884
566,21-03-2020,17:00:00,ITA,5,Veneto,45.43490485,12.33845213,942,249,1191,3023,4214,586,257,146,4617,53642
567,22-03-2020,17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,218,49,267,272,539,58,15,33,587,3375
568,22-03-2020,17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,13,10,23,58,81,15,0,0,81,643
569,22-03-2020,17:00:00,ITA,4,P.A. Bolzano,46.49933453,11.35662422,146,32,178,470,648,57,7,23,678,5718
570,22-03-2020,17:00:00,ITA,18,Calabria,38.90597598,16.59440194,77,17,94,166,260,38,5,8,273,3666
571,22-03-2020,17:00:00,ITA,15,Campania,40.83956555,14.25084984,243,99,342,524,866,92,41,29,936,4943
572,22-03-2020,17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,2429,269,2698,3692,6390,850,349,816,7555,28022
573,22-03-2020,17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,163,47,210,528,738,84,89,47,874,6761
574,22-03-2020,17:00:00,ITA,12,Lazio,41.89277044,12.48366722,671,79,750,522,1272,193,58,53,1383,17845
575,22-03-2020,17:00:00,ITA,7,Liguria,44.41149315,8.9326992,736,132,868,483,1351,229,143,171,1665,4995
576,22-03-2020,17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,9439,1142,10581,7304,17885,1691,5865,3456,27206,70598
577,22-03-2020,17:00:00,ITA,11,Marche,43.61675973,13.5188753,816,138,954,1277,2231,268,6,184,2421,6391
578,22-03-2020,17:00:00,ITA,14,Molise,41.55774754,14.65916051,24,7,31,21,52,5,7,7,66,532
579,22-03-2020,17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,2118,308,2426,1701,4127,668,10,283,4420,12701
580,22-03-2020,17:00:00,ITA,16,Puglia,41.12559576,16.86736689,252,37,289,459,748,111,7,31,786,6160
581,22-03-2020,17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,67,16,83,244,327,9,5,7,339,2402
582,22-03-2020,17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,220,55,275,321,596,140,26,8,630,5580
583,22-03-2020,17:00:00,ITA,9,Toscana,43.76923077,11.25588885,706,215,921,1223,2144,265,42,91,2277,13264
584,22-03-2020,17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,235,46,281,604,885,172,34,35,954,3050
585,22-03-2020,17:00:00,ITA,10,Umbria,43.10675841,12.38824698,97,35,132,368,500,59,5,16,521,3135
586,22-03-2020,17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,63,21,84,270,354,51,1,9,364,950
587,22-03-2020,17:00:00,ITA,5,Veneto,45.43490485,12.33845213,1113,255,1368,3276,4644,505,309,169,5122,57671
588,23-03-2020,17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,228,52,280,325,605,76,20,38,663,3674
589,23-03-2020,17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,15,12,27,62,89,9,0,1,90,696
590,23-03-2020,17:00:00,ITA,4,P.A. Bolzano,46.49933453,11.35662422,145,33,178,510,688,46,7,29,724,6084
