SNo,Date,Time,Country,RegionCode,RegionName,Latitude,Longitude,HospitalizedPatients,IntensiveCarePatients,TotalHospitalizedPatients,HomeConfinement,CurrentPositiveCases,NewPositiveCases,Recovered,Deaths,TotalPositiveCases,TestsPerformed
591,23-03-2020,17:00:00,ITA,18,Calabria,38.90597598,16.59440194,82,20,102,178,280,19,5,7,292,4073
592,23-03-2020,17:00:00,ITA,15,Campania,40.83956555,14.25084984,266,110,376,553,929,90,48,49,1026,5813
593,23-03-2020,17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,2846,276,3122,4098,7220,980,423,892,8535,31200
594,23-03-2020,17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,185,41,226,545,771,56,105,54,930,7424
595,23-03-2020,17:00:00,ITA,12,Lazio,41.89277044,12.48366722,718,96,814,600,1414,157,63,63,1540,18371
596,23-03-2020,17:00:00,ITA,7,Liguria,44.41149315,8.9326992,761,133,894,659,1553,259,159,212,1924,5538
597,23-03-2020,17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,9266,1183,10449,8461,18910,1555,6075,3776,28761,73242
598,23-03-2020,17:00:00,ITA,11,Marche,43.61675973,13.5188753,882,148,1030,1328,2358,148,8,203,2569,6782
599,23-03-2020,17:00:00,ITA,14,Molise,41.55774754,14.65916051,25,7,32,18,50,1,10,7,67,532
600,23-03-2020,17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,2194,343,2537,1992,4529,441,17,315,4861,13560
601,23-03-2020,17:00:00,ITA,16,Puglia,41.12559576,16.86736689,285,45,330,532,862,120,7,37,906,6761
602,23-03-2020,17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,76,18,94,249,343,20,5,11,359,2568
603,23-03-2020,17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,250,60,310,371,681,91,27,13,721,6375
604,23-03-2020,17:00:00,ITA,9,Toscana,43.76923077,11.25588885,838,238,1076,1225,2301,184,51,109,2461,13851
605,23-03-2020,17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,249,46,295,619,914,69,68,41,1023,3150
606,23-03-2020,17:00:00,ITA,10,Umbria,43.10675841,12.38824698,106,42,148,408,556,56,5,16,577,3561
607,23-03-2020,17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,69,20,89,290,379,29,2,12,393,1098
608,23-03-2020,17:00:00,ITA,5,Veneto,45.43490485,12.33845213,1206,281,1487,3499,4986,383,327,192,5505,61115
609,24-03-2020,17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,234,57,291,331,622,26,21,46,689,4294
610,24-03-2020,17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,14,12,26,65,91,2,0,1,92,744
611,24-03-2020,17:00:00,ITA,4,P.A. Bolzano,46.49933453,11.35662422,166,38,204,495,699,57,44,38,781,6509
612,24-03-2020,17:00:00,ITA,18,Calabria,38.90597598,16.59440194,88,21,109,195,304,27,5,10,319,4486
613,24-03-2020,17:00:00,ITA,15,Campania,40.83956555,14.25084984,345,181,526,466,992,75,53,56,1101,6297
614,24-03-2020,17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,2974,291,3265,4446,7711,719,558,985,9254,33527
615,24-03-2020,17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,195,49,244,604,848,62,80,64,992,8526
616,24-03-2020,17:00:00,ITA,12,Lazio,41.89277044,12.48366722,747,94,841,704,1545,188,103,80,1728,18371
617,24-03-2020,17:00:00,ITA,7,Liguria,44.41149315,8.9326992,803,147,950,742,1692,192,193,231,2116,5992
618,24-03-2020,17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,9711,1194,10905,8963,19868,1942,6657,4178,30703,76695
619,24-03-2020,17:00:00,ITA,11,Marche,43.61675973,13.5188753,862,149,1011,1486,2497,167,8,231,2736,7229
620,24-03-2020,17:00:00,ITA,14,Molise,41.55774754,14.65916051,27,7,34,21,55,6,10,8,73,572
621,24-03-2020,17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,2404,360,2764,2360,5124,654,17,374,5515,15469
622,24-03-2020,17:00:00,ITA,16,Puglia,41.12559576,16.86736689,317,57,374,566,940,99,21,44,1005,7345
623,24-03-2020,17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,80,19,99,296,395,62,11,15,421,2859
624,24-03-2020,17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,250,60,310,489,799,125,27,20,846,7170
625,24-03-2020,17:00:00,ITA,9,Toscana,43.76923077,11.25588885,918,244,1162,1357,2519,238,51,129,2699,15701
626,24-03-2020,17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,308,49,357,618,975,87,79,56,1110,3712
627,24-03-2020,17:00:00,ITA,10,Umbria,43.10675841,12.38824698,105,43,148,476,624,71,5,19,648,4108
628,24-03-2020,17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,71,20,91,288,379,7,2,19,400,1180
629,24-03-2020,17:00:00,ITA,5,Veneto,45.43490485,12.33845213,1318,304,1622,3729,5351,443,381,216,5948,66178
630,25-03-2020,17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,248,59,307,431,738,124,23,52,813,4982
631,25-03-2020,17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,20,14,34,78,112,21,0,1,113,857
632,25-03-2020,17:00:00,ITA,4,P.A. Bolzano,46.49933453,11.35662422,190,40,230,518,748,77,67,43,858,6649
633,25-03-2020,17:00:00,ITA,18,Calabria,38.90597598,16.59440194,93,23,116,217,333,32,7,11,351,5058
634,25-03-2020,17:00:00,ITA,15,Campania,40.83956555,14.25084984,318,123,441,631,1072,98,53,74,1199,6972
635,25-03-2020,17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,3180,294,3474,4782,8256,800,721,1077,10054,38045
636,25-03-2020,17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,200,52,252,659,911,147,158,70,1139,9494
637,25-03-2020,17:00:00,ITA,12,Lazio,41.89277044,12.48366722,805,101,906,769,1675,173,131,95,1901,20669
638,25-03-2020,17:00:00,ITA,7,Liguria,44.41149315,8.9326992,927,147,1074,752,1826,189,225,254,2305,6602
639,25-03-2020,17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,10026,1236,11262,9329,20591,1643,7281,4474,32346,81666
640,25-03-2020,17:00:00,ITA,11,Marche,43.61675973,13.5188753,938,148,1086,1553,2639,198,8,287,2934,7896
641,25-03-2020,17:00:00,ITA,14,Molise,41.55774754,14.65916051,26,7,33,20,53,0,12,8,73,580
642,25-03-2020,17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,2544,381,2925,2631,5556,509,19,449,6024,16655
643,25-03-2020,17:00:00,ITA,16,Puglia,41.12559576,16.86736689,349,64,413,610,1023,88,22,48,1093,8223
644,25-03-2020,17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,82,19,101,311,412,21,12,18,442,3019
645,25-03-2020,17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,259,80,339,597,936,148,33,25,994,8312
646,25-03-2020,17:00:00,ITA,9,Toscana,43.76923077,11.25588885,999,251,1250,1526,2776,273,54,142,2972,17868
647,25-03-2020,17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,308,65,373,685,1058,112,90,74,1222,4114
648,25-03-2020,17:00:00,ITA,10,Umbria,43.10675841,12.38824698,123,44,167,519,686,62,5,19,710,4707
649,25-03-2020,17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,70,25,95,280,375,1,2,24,401,1200
650,25-03-2020,17:00:00,ITA,5,Veneto,45.43490485,12.33845213,1407,316,1723,4022,5745,494,439,258,6442,70877
651,26-03-2020,17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,280,64,344,516,860,133,23,63,946,5488
652,26-03-2020,17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,22,16,38,95,133,21,0,1,134,1046
653,26-03-2020,17:00:00,ITA,4,P.A. Bolzano,46.49933453,11.35662422,223,43,266,525,791,48,67,48,906,7744
654,26-03-2020,17:00:00,ITA,18,Calabria,38.90597598,16.59440194,101,23,124,248,372,42,7,14,393,5933
655,26-03-2020,17:00:00,ITA,15,Campania,40.83956555,14.25084984,448,114,562,607,1169,111,58,83,1310,8346
656,26-03-2020,17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,3354,301,3655,5195,8850,762,792,1174,10816,42395
657,26-03-2020,17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,212,54,266,688,954,84,197,72,1223,10721
658,26-03-2020,17:00:00,ITA,12,Lazio,41.89277044,12.48366722,878,113,991,844,1835,195,155,106,2096,22771
659,26-03-2020,17:00:00,ITA,7,Liguria,44.41149315,8.9326992,998,154,1152,875,2027,262,260,280,2567,7304
660,26-03-2020,17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,10681,1263,11944,10245,22189,2543,7839,4861,34889,87713
661,26-03-2020,17:00:00,ITA,11,Marche,43.61675973,13.5188753,977,166,1143,1652,2795,180,9,310,3114,8623
662,26-03-2020,17:00:00,ITA,14,Molise,41.55774754,14.65916051,27,8,35,46,81,30,14,8,103,670
663,26-03-2020,17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,2633,408,3041,2909,5950,510,135,449,6534,18054
664,26-03-2020,17:00:00,ITA,16,Puglia,41.12559576,16.86736689,480,76,556,539,1095,89,22,65,1182,9191
665,26-03-2020,17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,92,20,112,350,462,52,13,19,494,3461
666,26-03-2020,17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,346,68,414,681,1095,170,36,33,1164,9658
667,26-03-2020,17:00:00,ITA,9,Toscana,43.76923077,11.25588885,1037,259,1296,1677,2973,254,95,158,3226,20952
668,26-03-2020,17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,300,66,366,728,1094,75,117,86,1297,4600
669,26-03-2020,17:00:00,ITA,10,Umbria,43.10675841,12.38824698,144,46,190,580,770,92,12,20,802,5428
670,26-03-2020,17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,73,24,97,281,378,7,2,28,408,1203
671,26-03-2020,17:00:00,ITA,5,Veneto,45.43490485,12.33845213,1447,326,1773,4367,6140,493,508,287,6935,79759
672,27-03-2020,17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,289,71,360,565,925,71,24,68,1017,6109
673,27-03-2020,17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,22,15,37,110,147,17,1,3,151,1254
674,27-03-2020,17:00:00,ITA,4,P.A. Bolzano,46.49933453,11.35662422,249,45,294,539,833,97,110,60,1003,8520
675,27-03-2020,17:00:00,ITA,18,Calabria,38.90597598,16.59440194,103,22,125,344,469,101,7,18,494,6901
676,27-03-2020,17:00:00,ITA,15,Campania,40.83956555,14.25084984,456,113,569,723,1292,144,64,98,1454,9613
677,27-03-2020,17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,3461,308,3769,5592,9361,772,960,1267,11588,47798
678,27-03-2020,17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,222,57,279,748,1027,94,214,76,1317,11841
679,27-03-2020,17:00:00,ITA,12,Lazio,41.89277044,12.48366722,992,126,1118,895,2013,199,164,118,2295,24106
680,27-03-2020,17:00:00,ITA,7,Liguria,44.41149315,8.9326992,1023,157,1180,880,2060,129,305,331,2696,7804
681,27-03-2020,17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,11137,1292,12429,11466,23895,2409,8001,5402,37298,95860
682,27-03-2020,17:00:00,ITA,11,Marche,43.61675973,13.5188753,979,162,1141,1709,2850,82,10,336,3196,9060
683,27-03-2020,17:00:00,ITA,14,Molise,41.55774754,14.65916051,26,9,35,51,86,6,14,9,109,710
684,27-03-2020,17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,2852,431,3283,3064,6347,558,176,569,7092,19705
685,27-03-2020,17:00:00,ITA,16,Puglia,41.12559576,16.86736689,530,82,612,624,1236,152,29,69,1334,10233
686,27-03-2020,17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,93,19,112,384,496,36,13,21,530,3801
687,27-03-2020,17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,425,75,500,658,1158,86,53,39,1250,11079
688,27-03-2020,17:00:00,ITA,9,Toscana,43.76923077,11.25588885,1053,274,1327,1843,3170,224,103,177,3450,23746
689,27-03-2020,17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,341,66,407,757,1164,94,125,102,1391,4923
690,27-03-2020,17:00:00,ITA,10,Umbria,43.10675841,12.38824698,149,46,195,629,824,82,39,21,884,6137
691,27-03-2020,17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,91,24,115,298,413,44,2,37,452,1252
692,27-03-2020,17:00:00,ITA,5,Veneto,45.43490485,12.33845213,1536,338,1874,4774,6648,562,536,313,7497,83627
693,28-03-2020,17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,311,70,381,646,1027,116,30,76,1133,7003
694,28-03-2020,17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,26,19,45,133,178,31,1,3,182,1421
695,28-03-2020,17:00:00,ITA,4,P.A. Bolzano,46.49933453,11.35662422,225,51,276,653,929,106,116,64,1109,9168
696,28-03-2020,17:00:00,ITA,18,Calabria,38.90597598,16.59440194,107,22,129,394,523,61,11,21,555,7760
697,28-03-2020,17:00:00,ITA,15,Campania,40.83956555,14.25084984,463,132,595,812,1407,138,76,109,1592,10616
698,28-03-2020,17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,3695,316,4011,5953,9964,795,1075,1344,12383,52991
699,28-03-2020,17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,223,59,282,838,1120,119,229,87,1436,12723
700,28-03-2020,17:00:00,ITA,12,Lazio,41.89277044,12.48366722,985,133,1118,1063,2181,210,200,124,2505,27179
701,28-03-2020,17:00:00,ITA,7,Liguria,44.41149315,8.9326992,1031,167,1198,888,2086,126,378,358,2822,8177
702,28-03-2020,17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,11152,1319,12471,12038,24509,2117,8962,5944,39415,102503
703,28-03-2020,17:00:00,ITA,11,Marche,43.61675973,13.5188753,987,166,1153,1846,2999,177,10,364,3373,9884
704,28-03-2020,17:00:00,ITA,14,Molise,41.55774754,14.65916051,26,9,35,63,98,14,16,9,123,807
705,28-03-2020,17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,3094,439,3533,3318,6851,579,203,617,7671,21511
706,28-03-2020,17:00:00,ITA,16,Puglia,41.12559576,16.86736689,563,98,661,697,1358,124,29,71,1458,11500
707,28-03-2020,17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,95,22,117,452,569,94,29,26,624,4225
708,28-03-2020,17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,441,71,512,730,1242,109,60,57,1359,13096
709,28-03-2020,17:00:00,ITA,9,Toscana,43.76923077,11.25588885,1093,277,1370,2141,3511,367,108,198,3817,25613
710,28-03-2020,17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,351,72,423,811,1234,114,151,120,1505,5561
711,28-03-2020,17:00:00,ITA,10,Umbria,43.10675841,12.38824698,159,44,203,695,898,85,43,28,969,7028
712,28-03-2020,17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,90,26,116,352,468,59,2,41,511,1380
713,28-03-2020,17:00:00,ITA,5,Veneto,45.43490485,12.33845213,1559,344,1903,5010,6913,433,655,362,7930,89380
714,29-03-2020,17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,329,68,397,772,1169,160,36,88,1293,7730
715,29-03-2020,17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,32,18,50,147,197,20,1,4,202,1585
716,29-03-2020,17:00:00,ITA,4,P.A. Bolzano,46.49933453,11.35662422,234,56,290,744,1034,105,116,64,1214,10137
717,29-03-2020,17:00:00,ITA,18,Calabria,38.90597598,16.59440194,124,19,143,434,577,59,12,25,614,8485
718,29-03-2020,17:00:00,ITA,15,Campania,40.83956555,14.25084984,476,135,611,945,1556,167,86,117,1759,11805
719,29-03-2020,17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,3769,333,4102,6433,10535,736,1141,1443,13119,52991
720,29-03-2020,17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,236,60,296,845,1141,44,241,98,1480,13397
721,29-03-2020,17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1062,133,1195,1167,2362,201,208,136,2706,27744
722,29-03-2020,17:00:00,ITA,7,Liguria,44.41149315,8.9326992,1077,166,1243,1036,2279,254,420,377,3076,9100
723,29-03-2020,17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,11613,1328,12941,12451,25392,1592,9255,6360,41007,107398
724,29-03-2020,17:00:00,ITA,11,Marche,43.61675973,13.5188753,1000,168,1168,1992,3160,185,12,386,3558,10431
725,29-03-2020,17:00:00,ITA,14,Molise,41.55774754,14.65916051,25,9,34,66,100,4,18,9,127,918
726,29-03-2020,17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,2985,443,3428,3840,7268,535,254,684,8206,24058
727,29-03-2020,17:00:00,ITA,16,Puglia,41.12559576,16.86736689,559,99,658,774,1432,91,31,86,1549,12361
728,29-03-2020,17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,105,23,128,454,582,14,29,27,638,4598
729,29-03-2020,17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,451,71,522,808,1330,101,65,65,1460,13814
730,29-03-2020,17:00:00,ITA,9,Toscana,43.76923077,11.25588885,1111,275,1386,2400,3786,305,121,215,4122,27579
731,29-03-2020,17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,356,75,431,862,1293,89,172,129,1594,5950
732,29-03-2020,17:00:00,ITA,10,Umbria,43.10675841,12.38824698,166,46,212,685,897,54,95,31,1023,7685
733,29-03-2020,17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,90,26,116,423,539,73,2,43,584,1480
734,29-03-2020,17:00:00,ITA,5,Veneto,45.43490485,12.33845213,1586,355,1941,5310,7251,428,715,392,8358,94784
735,30-03-2020,17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,322,69,391,778,1169,52,74,102,1345,7948
736,30-03-2020,17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,36,18,54,154,208,12,1,5,214,1833
737,30-03-2020,17:00:00,ITA,4,P.A. Bolzano,46.49933453,11.35662422,231,62,293,805,1098,111,153,74,1325,10640
738,30-03-2020,17:00:00,ITA,18,Calabria,38.90597598,16.59440194,130,18,148,454,602,33,14,31,647,9013
739,30-03-2020,17:00:00,ITA,15,Campania,40.83956555,14.25084984,468,126,594,1145,1739,193,88,125,1952,12969
740,30-03-2020,17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,3779,351,4130,6636,10766,412,1227,1538,13531,50990
741,30-03-2020,17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,229,60,289,820,1109,21,285,107,1501,14003
742,30-03-2020,17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1079,154,1233,1264,2497,208,267,150,2914,32846
743,30-03-2020,17:00:00,ITA,7,Liguria,44.41149315,8.9326992,1142,175,1317,1066,2383,141,437,397,3217,9677
744,30-03-2020,17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,11815,1330,13145,11861,25006,1154,10337,6818,42161,111057
745,30-03-2020,17:00:00,ITA,11,Marche,43.61675973,13.5188753,998,167,1165,2086,3251,126,16,417,3684,10979
746,30-03-2020,17:00:00,ITA,14,Molise,41.55774754,14.65916051,27,8,35,72,107,7,18,9,134,955
747,30-03-2020,17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,2985,452,3437,4218,7655,506,308,749,8712,25478
748,30-03-2020,17:00:00,ITA,16,Puglia,41.12559576,16.86736689,590,106,696,889,1585,163,36,91,1712,13117
749,30-03-2020,17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,113,24,137,485,622,44,32,28,682,4993
750,30-03-2020,17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,484,75,559,849,1408,95,71,76,1555,14758
751,30-03-2020,17:00:00,ITA,9,Toscana,43.76923077,11.25588885,1116,279,1395,2655,4050,290,131,231,4412,30099
752,30-03-2020,17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,353,78,431,926,1357,88,178,147,1682,6377
753,30-03-2020,17:00:00,ITA,10,Umbria,43.10675841,12.38824698,173,47,220,614,834,28,184,33,1051,8150
754,30-03-2020,17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,92,26,118,400,518,0,16,50,584,1536
755,30-03-2020,17:00:00,ITA,5,Veneto,45.43490485,12.33845213,1633,356,1989,5575,7564,366,747,413,8724,99941
756,31-03-2020,17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,335,73,408,783,1191,56,95,115,1401,8758
757,31-03-2020,17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,37,17,54,162,216,12,3,7,226,2043
758,31-03-2020,17:00:00,ITA,4,P.A. Bolzano,46.49933453,11.35662422,249,62,311,831,1142,46,153,76,1371,11275
759,31-03-2020,17:00:00,ITA,18,Calabria,38.90597598,16.59440194,132,17,149,457,606,12,17,36,659,9327
760,31-03-2020,17:00:00,ITA,15,Campania,40.83956555,14.25084984,501,133,634,1237,1871,140,88,133,2092,14403
761,31-03-2020,17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,3765,353,4118,6835,10953,543,1477,1644,14074,54532
762,31-03-2020,17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,215,60,275,885,1160,92,320,113,1593,14899
763,31-03-2020,17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1127,173,1300,1342,2642,181,291,162,3095,34677
764,31-03-2020,17:00:00,ITA,7,Liguria,44.41149315,8.9326992,1153,179,1332,1176,2508,199,480,428,3416,10376
765,31-03-2020,17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,11883,1324,13207,11917,25124,1047,10885,7199,43208,114640
766,31-03-2020,17:00:00,ITA,11,Marche,43.61675973,13.5188753,946,169,1115,2237,3352,141,21,452,3825,11724
767,31-03-2020,17:00:00,ITA,14,Molise,41.55774754,14.65916051,29,8,37,80,117,10,18,9,144,1049
768,31-03-2020,17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,3174,452,3626,4456,8082,589,365,854,9301,27658
769,31-03-2020,17:00:00,ITA,16,Puglia,41.12559576,16.86736689,609,105,714,940,1654,91,39,110,1803,14073
770,31-03-2020,17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,113,28,141,516,657,40,34,31,722,5257
771,31-03-2020,17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,503,72,575,917,1492,92,74,81,1647,15634
772,31-03-2020,17:00:00,ITA,9,Toscana,43.76923077,11.25588885,1120,293,1413,2813,4226,196,138,244,4608,33165
773,31-03-2020,17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,354,80,434,955,1389,64,193,164,1746,6973
774,31-03-2020,17:00:00,ITA,10,Umbria,43.10675841,12.38824698,176,43,219,632,851,27,190,37,1078,8685
775,31-03-2020,17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,91,26,117,435,552,44,20,56,628,1582
776,31-03-2020,17:00:00,ITA,5,Veneto,45.43490485,12.33845213,1680,356,2036,5814,7850,431,828,477,9155,106238
777,01-04-2020,17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,342,71,413,798,1211,35,102,123,1436,9610
778,01-04-2020,17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,39,15,54,171,225,11,3,9,237,2262
779,01-04-2020,17:00:00,ITA,4,P.A. Bolzano,46.49933453,11.35662422,269,57,326,786,1112,47,190,116,1418,11951
780,01-04-2020,17:00:00,ITA,18,Calabria,38.90597598,16.59440194,144,16,160,450,610,10,21,38,669,9983
781,01-04-2020,17:00:00,ITA,15,Campania,40.83956555,14.25084984,478,129,607,1369,1976,139,107,148,2231,15728
782,01-04-2020,17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,3898,359,4257,7232,11489,713,1566,1732,14787,58457
783,01-04-2020,17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,206,60,266,940,1206,92,357,122,1685,15987
784,01-04-2020,17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1131,177,1308,1450,2758,169,337,169,3264,35810
785,01-04-2020,17:00:00,ITA,7,Liguria,44.41149315,8.9326992,1114,179,1293,1352,2645,244,555,460,3660,11334
786,01-04-2020,17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,11927,1342,13269,12496,25765,1565,11415,7593,44773,121449
787,01-04-2020,17:00:00,ITA,11,Marche,43.61675973,13.5188753,984,168,1152,2304,3456,137,29,477,3962,12296
788,01-04-2020,17:00:00,ITA,14,Molise,41.55774754,14.65916051,32,8,40,91,131,16,19,10,160,1157
789,01-04-2020,17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,3146,453,3599,4871,8470,494,439,886,9795,30060
790,01-04-2020,17:00:00,ITA,16,Puglia,41.12559576,16.86736689,637,107,744,1012,1756,143,61,129,1946,15209
791,01-04-2020,17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,119,27,146,529,675,23,36,34,745,5501
792,01-04-2020,17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,496,72,568,976,1544,71,86,88,1718,16836
793,01-04-2020,17:00:00,ITA,9,Toscana,43.76923077,11.25588885,1120,297,1417,3015,4432,259,182,253,4867,36575
794,01-04-2020,17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,345,76,421,1062,1483,124,214,173,1870,7675
795,01-04-2020,17:00:00,ITA,10,Umbria,43.10675841,12.38824698,173,45,218,646,864,17,194,37,1095,9080
796,01-04-2020,17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,85,27,112,428,540,3,32,59,631,1717
797,01-04-2020,17:00:00,ITA,5,Veneto,45.43490485,12.33845213,1718,350,2068,6156,8224,470,902,499,9625,112746
798,02-04-2020,17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,341,75,416,835,1251,61,113,133,1497,10647
799,02-04-2020,17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,38,19,57,176,233,9,3,10,246,2427
800,02-04-2020,17:00:00,ITA,4,P.A. Bolzano,46.49933453,11.35662422,279,60,339,821,1160,61,190,129,1479,12677
801,02-04-2020,17:00:00,ITA,18,Calabria,38.90597598,16.59440194,163,19,182,445,627,22,23,41,691,10679
802,02-04-2020,17:00:00,ITA,15,Campania,40.83956555,14.25084984,503,120,623,1517,2140,225,149,167,2456,17404
803,02-04-2020,17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,3944,366,4310,7549,11859,546,1663,1811,15333,60507
804,02-04-2020,17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,199,60,259,1035,1294,114,376,129,1799,17121
805,02-04-2020,17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1169,181,1350,1529,2879,169,369,185,3433,41575
806,02-04-2020,17:00:00,ITA,7,Liguria,44.41149315,8.9326992,1120,172,1292,1368,2660,122,634,488,3782,12069
807,02-04-2020,17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,11762,1351,13113,12763,25876,1292,12229,7960,46065,128286
808,02-04-2020,17:00:00,ITA,11,Marche,43.61675973,13.5188753,986,164,1150,2405,3555,136,40,503,4098,12943
809,02-04-2020,17:00:00,ITA,14,Molise,41.55774754,14.65916051,30,8,38,95,133,5,21,11,165,1229
810,02-04-2020,17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,3341,453,3794,5005,8799,558,571,983,10353,32100
